001001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
015036##T0620    2,治禪病祕要法                             ,【劉宋 沮渠京聲譯】
015037##T0621    1,佛說佛印三昧經                           ,【後漢 安世高譯】
015038##T0622    1,佛說自誓三昧經                           ,【後漢 安世高譯】
015039##T0623    1,佛說如來獨證自誓三昧經                   ,【西晉 竺法護譯】
015040##T0624    3,佛說伅真陀羅所問如來三昧經               ,【後漢 支婁迦讖譯】
015041##T0625    4,大樹緊那羅王所問經                       ,【姚秦 鳩摩羅什譯】
015042##T0626    2,佛說阿闍世王經                           ,【後漢 支婁迦讖譯】
015043##T0627    3,文殊支利普超三昧經                       ,【西晉 竺法護譯】
015044##T0628    6,佛說未曾有正法經                         ,【宋 法天譯】
015045##T0629    1,佛說放缽經                               ,【闕譯】
015046##T0630    1,佛說成具光明定意經                       ,【後漢 支曜譯】
015047##T0631    1,佛說法律三昧經                           ,【吳 支謙譯】
015048##T0632    1,佛說慧印三昧經                           ,【吳 支謙譯】
015049##T0633    1,佛說如來智印經                           ,【失譯】
015050##T0634    5,佛說大乘智印經                           ,【宋 智吉祥等譯】
015051##T0635    4,佛說弘道廣顯三昧經                       ,【西晉 竺法護譯】
015052##T0636    2,無極寶三昧經                             ,【西晉 竺法護譯】
015053##T0637    2,佛說寶如來三昧經                         ,【東晉 祇多蜜譯】
015054##T0638    2,佛說超日明三昧經                         ,【西晉 聶承遠譯】
015055##T0639   10,月燈三昧經                               ,【高齊 那連提耶舍譯】
015056##T0640    1,佛說月燈三昧經                           ,【劉宋 先公譯】
015057##T0641    1,佛說月燈三昧經                           ,【劉宋 先公譯】
015058##T0642    2,佛說首楞嚴三昧經                         ,【姚秦 鳩摩羅什譯】
015059##T0643   10,佛說觀佛三昧海經                         ,【東晉 佛陀跋陀羅譯】
015060##T0644    1,佛說金剛三昧本性清淨不壞不滅經           ,【失譯】
015061##T0645    1,不必定入定入印經                         ,【元魏 瞿曇般若流支譯】
015062##T0646    1,入定不定印經                             ,【唐 義淨譯】
015063##T0647    3,力莊嚴三昧經                             ,【隋 那連提耶舍譯】
015064##T0648    1,寂照神變三摩地經                         ,【唐 玄奘譯】
015065##T0649    4,觀察諸法行經                             ,【隋 闍那崛多譯】
015066##T0650    2,諸法無行經                               ,【姚秦 鳩摩羅什譯】
015067##T0651    3,佛說諸法本無經                           ,【隋 闍那崛多譯】
015068##T0652    3,佛說大乘隨轉宣說諸法經                   ,【宋 紹德等譯】
015069##T0653    3,佛藏經                                   ,【姚秦 鳩摩羅什譯】
015070##T0654    1,佛說入無分別法門經                       ,【宋 施護譯】
015071##T0655    1,佛說勝義空經                             ,【宋 施護等譯】
016001##T0656   14,菩薩瓔珞經                               ,【姚秦 竺佛念譯】
016002##T0657   10,佛說華手經                               ,【姚秦 鳩摩羅什譯】
016003##T0658    7,寶雲經                                   ,【梁 曼陀羅仙譯】
016004##T0659    7,大乘寶雲經                               ,【梁 曼陀羅仙共僧伽婆羅譯】
016005##T0660   10,佛說寶雨經                               ,【唐 達摩流支譯】
016006##T0661    1,大乘百福相經                             ,【唐 地婆訶羅譯】
016007##T0662    1,大乘百福莊嚴相經                         ,【唐 地婆訶羅譯】
016008##T0663    4,金光明經                                 ,【北涼 曇無讖譯】
016009##T0664    8,合部金光明經                             ,【隋 寶貴合】
016010##T0665   10,金光明最勝王經                           ,【唐 義淨譯】
016011##T0666    1,大方等如來藏經                           ,【東晉 佛陀跋陀羅譯】
016012##T0667    1,大方廣如來藏經                           ,【唐 不空譯】
016013##T0668    1,佛說不增不減經                           ,【元魏 菩提流支譯】
016014##T0669    2,佛說無上依經                             ,【梁 真諦譯】
016015##T0670    4,楞伽阿跋多羅寶經                         ,【劉宋 求那跋陀羅譯】
016016##T0671   10,入楞伽經                                 ,【元魏 菩提流支譯】
016017##T0672    7,大乘入楞伽經                             ,【唐 實叉難陀譯】
016018##T0673    2,大乘同性經                               ,【宇文周 闍那耶舍譯】
016019##T0674    2,證契大乘經                               ,【唐 地婆訶羅譯】
016020##T0675    5,深密解脫經                               ,【元魏 菩提流支譯】
016021##T0676    5,解深密經                                 ,【唐 玄奘譯】
016022##T0677    1,佛說解節經                               ,【陳 真諦譯】
016023##T0678    1,相續解脫地波羅蜜了義經                   ,【劉宋 求那跋陀羅譯】
016024##T0679    1,相續解脫如來所作隨順處了義經             ,【劉宋 求那跋陀羅譯】
016025##T0680    1,佛說佛地經                               ,【唐 玄奘譯】
016026##T0681    3,大乘密嚴經                               ,【唐 地婆訶羅譯】
016027##T0682    3,大乘密嚴經                               ,【唐 不空譯】
016028##T0683    1,佛說諸德福田經                           ,【西晉 法立法炬共譯】
016029##T0684    1,佛說父母恩難報經                         ,【後漢 安世高譯】
016030##T0685    1,佛說盂蘭盆經                             ,【西晉 竺法護譯】
016031##T0686    1,佛說報恩奉盆經                           ,【失譯】
016032##T0687    1,佛說孝子經                               ,【失譯】
016033##T0688    1,佛說未曾有經                             ,【失譯】
016034##T0689    1,甚希有經                                 ,【唐 玄奘譯】
016035##T0690    1,佛說希有挍量功德經                       ,【隋 闍那崛多譯】
016036##T0691    1,最無比經                                 ,【唐 玄奘譯】
016037##T0692    1,佛說作佛形像經                           ,【闕譯】
016038##T0693    1,佛說造立形像福報經                       ,【闕譯】
016039##T0694    2,佛說大乘造像功德經                       ,【唐 提雲般若譯】
016040##T0695    1,佛說灌洗佛形像經                         ,【西晉 法炬譯】
016041##T0696    1,佛說摩訶剎頭經                           ,【西晉 聖堅譯】
016042##T0697    1,佛說浴像功德經                           ,【唐 寶思惟譯】
016043##T0698    1,浴佛功德經                               ,【唐 義淨譯】
016044##T0699    1,佛說造塔功德經                           ,【唐 地婆訶羅譯】
016045##T0700    1,右繞佛塔功德經                           ,【唐 實叉難陀譯】
016046##T0701    1,佛說溫室洗浴眾僧經                       ,【後漢 安世高譯】
016047##T0702    1,佛說施燈功德經                           ,【高齊 那連提耶舍譯】
016048##T0703    1,燈指因緣經                               ,【姚秦 鳩摩羅什譯】
016049##T0704    1,佛說樓閣正法甘露鼓經                     ,【宋 天息災譯】
016050##T0705    1,佛說布施經                               ,【宋 法賢譯】
016051##T0706    1,佛說五大施經                             ,【宋 施護等譯】
016052##T0707    1,佛說出家功德經                           ,【失譯】
016053##T0708    1,了本生死經                               ,【吳 支謙譯】
016054##T0709    1,佛說稻[卄/干]經                          ,【闕譯】
016055##T0710    1,慈氏菩薩所說大乘緣生稻[卄/幹]喻經        ,【唐 不空譯】
016056##T0711    1,大乘舍黎娑擔摩經                         ,【宋 施護譯】
016057##T0712    1,佛說大乘稻[卄/干]經                      ,【失譯】
016058##T0713    1,貝多樹下思惟十二因緣經                   ,【吳 支謙譯】
016059##T0714    1,緣起聖道經                               ,【唐 玄奘譯】
016060##T0715    1,佛說舊城喻經                             ,【宋 法賢譯】
016061##T0716    2,緣生初勝分法本經                         ,【隋 達摩笈多譯】
016062##T0717    2,分別緣起初勝法門經                       ,【唐 玄奘譯】
016063##T0718    1,佛說分別緣生經                           ,【宋 法天譯】
016064##T0719    2,十二緣生祥瑞經                           ,【宋 施護譯】
016065##T0720    3,無明羅剎集                               ,【失譯】
017001##T0721   70,正法念處經                               ,【元魏 瞿曇般若流支譯】
017002##T0722    8,妙法聖念處經                             ,【宋 法天譯】
017003##T0723    1,分別業報略經                             ,【大勇菩薩撰  劉宋 僧伽跋摩譯】
017004##T0724    1,佛說罪業應報教化地獄經                   ,【後漢 安世高譯】
017005##T0725    1,佛說六道伽陀經                           ,【宋 法天譯】
017006##T0726    1,六趣輪迴經                               ,【馬鳴菩薩集  宋 日稱等譯】
017007##T0727    1,十不善業道經                             ,【馬鳴菩薩集  宋 日稱等譯】
017008##T0728   10,諸法集要經                               ,【觀無畏尊者集  宋 日稱等譯】
017009##T0729    1,佛說分別善惡所起經                       ,【後漢 安世高譯】
017010##T0730    1,佛說處處經                               ,【後漢 安世高譯】
017011##T0731    1,佛說十八泥犁經                           ,【後漢 安世高譯】
017012##T0732    1,佛說罵意經                               ,【後漢 安世高譯】
017013##T0733    1,佛說堅意經                               ,【後漢 安世高譯】
017014##T0734    1,佛說鬼問目連經                           ,【後漢 安世高譯】
017015##T0735    1,佛說四願經                               ,【吳 支謙譯】
017016##T0736    1,佛說四自侵經                             ,【西晉 竺法護譯】
017017##T0737    1,所欲致患經                               ,【西晉 竺法護譯】
017018##T0738    1,佛說分別經                               ,【西晉 竺法護譯】
017019##T0739    1,佛說慢法經                               ,【西晉 法炬譯】
017020##T0740    1,佛說頞多和多耆經                         ,【失譯】
017021##T0741    1,五苦章句經                               ,【東晉 竺曇無蘭譯】
017022##T0742    1,佛說自愛經                               ,【東晉 竺曇無蘭譯】
017023##T0743    1,佛說忠心經                               ,【東晉 竺曇無蘭譯】
017024##T0744    1,佛說除恐災患經                           ,【乞伏秦 聖堅譯】
017025##T0745    1,佛說雜藏經                               ,【東晉 法顯譯】
017026##T0746    1,餓鬼報應經                               ,【失譯】
017027##T0747a   1,佛說罪福報應經                           ,【劉宋 求那跋陀羅譯】
017028##T0747b   1,佛說輪轉五道罪福報應經                   ,【劉宋 求那跋陀羅譯】
017029##T0748    1,佛說護淨經                               ,【失譯】
017030##T0749    1,佛說因緣僧護經                           ,【失譯】
017031##T0750    1,沙彌羅經                                 ,【失譯】
017032##T0751a   1,佛說五無反復經                           ,【劉宋 沮渠京聲譯】
017033##T0751b   1,佛說五無返復經                           ,【劉宋 沮渠京聲譯】
017034##T0752    1,佛說五無返復經                           ,【劉宋 沮渠京聲譯】
017035##T0753    1,十二品生死經                             ,【劉宋 求那跋陀羅譯】
017036##T0754    2,佛說未曾有因緣經                         ,【蕭齊 曇景譯】
017037##T0755    1,佛說淨意優婆塞所問經                     ,【宋 施護譯】
017038##T0756    1,佛說八無暇有暇經                         ,【唐 義淨譯】
017039##T0757    1,佛說身毛喜豎經                           ,【宋 惟淨等譯】
017040##T0758    1,佛說諸行有為經                           ,【宋 法天譯】
017041##T0759    1,佛說較量壽命經                           ,【宋 天息災譯】
017042##T0760    1,惟日雜難經                               ,【吳 支謙譯】
017043##T0761    6,佛說法集經                               ,【元魏 菩提流支譯】
017044##T0762    1,佛說決定義經                             ,【宋 法賢譯】
017045##T0763    3,佛說法乘義決定經                         ,【宋 金總持等譯】
017046##T0764    1,佛說法集名數經                           ,【宋 施護譯】
017047##T0765    7,本事經                                   ,【唐 玄奘譯】
017048##T0766    1,佛說法身經                               ,【宋 法賢譯】
017049##T0767    1,佛說三品弟子經                           ,【吳 支謙譯】
017050##T0768    1,三慧經                                   ,【失譯】
017051##T0769    1,佛說四輩經                               ,【西晉 竺法護譯】
017052##T0770    1,佛說四不可得經                           ,【西晉 竺法護譯】
017053##T0771    1,四品學法經                               ,【劉宋 求那跋陀羅譯】
017054##T0772    1,大乘四法經                               ,【唐 地婆訶羅譯】
017055##T0773    1,佛說菩薩修行四法經                       ,【唐 地婆訶羅譯】
017056##T0774    1,大乘四法經                               ,【唐 實叉難陀譯】
017057##T0775    1,佛說四無所畏經                           ,【宋 施護譯】
017058##T0776    1,佛說四品法門經                           ,【宋 法賢譯】
017059##T0777    1,佛說賢者五福德經                         ,【西晉 白法祖譯】
017060##T0778    1,佛說菩薩內習六波羅蜜經                   ,【後漢 嚴佛調譯】
017061##T0779    1,佛說八大人覺經                           ,【後漢 安世高譯】
017062##T0780    1,佛說十力經                               ,【唐 勿提提犀魚譯】
017063##T0781    1,佛說佛十力經                             ,【宋 施護等譯】
017064##T0782    1,佛說十號經                               ,【宋 天息災譯】
017065##T0783    1,佛說十二頭陀經                           ,【劉宋 求那跋陀羅譯】
017066##T0784    1,四十二章經                               ,【後漢 迦葉摩騰共法蘭譯】
017067##T0785    1,得道梯橙錫杖經                           ,【失譯】
017068##T0786    1,佛說木患子經                             ,【失譯】
017069##T0787    1,曼殊室利咒藏中校量數珠功德經             ,【唐 義淨譯】
017070##T0788    1,佛說校量數珠功德經                       ,【唐 寶思惟譯】
017071##T0789    1,金剛頂瑜伽念珠經                         ,【唐 不空譯】
017072##T0790    1,佛說孛經抄                               ,【吳 支謙譯】
017073##T0791    1,佛說出家緣經                             ,【後漢 安世高譯】
017074##T0792    1,佛說法受塵經                             ,【後漢 安世高譯】
017075##T0793    1,佛說佛醫經                               ,【吳 竺律炎共支越譯】
017076##T0794a   1,佛說時非時經                             ,【西晉 若羅嚴譯】
017077##T0794b   1,佛說時非時經                             ,【西晉 若羅嚴譯】
017078##T0795    1,佛治身經                                 ,【失譯】
017079##T0796    1,佛說見正經                               ,【東晉 竺曇無蘭譯】
017080##T0797a   1,佛說貧窮老公經                           ,【劉宋 慧簡譯】
017081##T0797b   1,佛說貧窮老公經                           ,【劉宋 慧簡譯】
017082##T0798    1,佛說進學經                               ,【劉宋 沮渠京聲譯】
017083##T0799    1,佛說略教誡經                             ,【唐 義淨譯】
017084##T0800    1,佛說無上處經                             ,【失譯】
017085##T0801    1,佛說無常經                               ,【唐 義淨譯】
017086##T0802    1,佛說信解智力經                           ,【宋 法賢譯】
017087##T0803    1,佛說清淨心經                             ,【宋 施護等譯】
017088##T0804    1,佛說解憂經                               ,【宋 法天譯】
017089##T0805    1,佛說栴檀樹經                             ,【失譯】
017090##T0806    1,佛說枯樹經                               ,【】
017091##T0807    1,佛說內藏百寶經                           ,【後漢 支婁迦讖譯】
017092##T0808    1,佛說犢子經                               ,【吳 支謙譯】
017093##T0809    1,佛說乳光佛經                             ,【西晉 竺法護譯】
017094##T0810    2,諸佛要集經                               ,【西晉 竺法護譯】
017095##T0811    1,佛說決定總持經                           ,【西晉 竺法護譯】
017096##T0812    1,菩薩行五十緣身經                         ,【西晉 竺法護譯】
017097##T0813    1,佛說無希望經                             ,【西晉 竺法護譯】
017098##T0814    1,佛說象腋經                               ,【劉宋 曇摩蜜多譯】
017099##T0815    3,佛昇忉利天為母說法經                     ,【西晉 竺法護譯】
017100##T0816    4,佛說道神足無極變化經                     ,【西晉 安法欽譯】
017101##T0817    1,佛說大淨法門經                           ,【西晉 竺法護譯】
017102##T0818    2,大莊嚴法門經                             ,【隋 那連提耶舍譯】
017103##T0819    1,佛說法常住經                             ,【失譯】
017104##T0820    1,佛說演道俗業經                           ,【乞伏秦 聖堅譯】
017105##T0821    2,大方廣如來祕密藏經                       ,【失譯】
017106##T0822    1,佛說諸法勇王經                           ,【劉宋 曇摩蜜多譯】
017107##T0823    1,佛說一切法高王經                         ,【元魏 瞿曇般若流支譯】
017108##T0824    1,諸法最上王經                             ,【隋 闍那崛多譯】
017109##T0825    1,佛說甚深大迴向經                         ,【失譯】
017110##T0826    1,弟子死復生經                             ,【劉宋 沮渠京聲譯】
017111##T0827    1,佛說懈怠耕者經                           ,【劉宋 惠簡譯】
017112##T0828    1,無字寶篋經                               ,【元魏 菩提流支譯】
017113##T0829    1,大乘離文字普光明藏經                     ,【唐 地婆訶羅譯】
017114##T0830    1,大乘遍照光明藏無字法門經                 ,【唐 地婆訶羅再譯】
017115##T0831    1,謗佛經                                   ,【元魏 菩提流支譯】
017116##T0832    1,佛語經                                   ,【元魏 菩提流支譯】
017117##T0833    1,第一義法勝經                             ,【元魏 瞿曇般若流支譯】
017118##T0834    1,大威燈光仙人問疑經                       ,【隋 闍那崛多等譯】
017119##T0835    1,如來師子吼經                             ,【元魏 佛陀扇多譯】
017120##T0836    1,大方廣師子吼經                           ,【唐 地婆訶羅譯】
017121##T0837    1,佛說出生菩提心經                         ,【隋 闍那崛多譯】
017122##T0838    2,佛說發菩提心破諸魔經                     ,【宋 施護譯】
017123##T0839    2,占察善惡業報經                           ,【隋 菩提燈譯】
017124##T0840    1,稱讚大乘功德經                           ,【唐 玄奘譯】
017125##T0841    1,說妙法決定業障經                         ,【唐 智嚴譯】
017126##T0842    1,大方廣圓覺修多羅了義經                   ,【唐 佛陀多羅譯】
017127##T0843    3,佛說大乘不思議神通境界經                 ,【宋 施護譯】
017128##T0844    1,佛說大方廣未曾有經善巧方便品             ,【宋 施護譯】
017129##T0845    1,佛說尊那經                               ,【宋 法賢譯】
017130##T0846    1,外道問聖大乘法無我義經                   ,【宋 法天譯】
017131##T0847    3,大乘修行菩薩行門諸經要集                 ,【唐 智嚴譯】
018001##T0848    7,大毘盧遮那成佛神變加持經                                                           ,【唐 善無畏一行譯】
018002##T0849    1,大毘盧遮那佛說要略念誦經                                                           ,【唐 菩提金剛譯】
018003##T0850    3,攝大毘盧遮那成佛神變加持經入蓮華胎藏海會悲生曼荼[打-丁+羅]廣大念誦儀軌供養方便會   ,【唐 輸婆迦羅譯】
018004##T0851    3,大毘盧遮那經廣大儀軌                                                               ,【唐 善無畏譯】
018005##T0852a   2,大毘盧遮那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌供養方便會                   ,【唐 法全撰】
018006##T0852b   2,大毘盧舍那成佛神變加持經蓮華胎藏悲生曼荼羅廣大成就儀軌                             ,【】
018007##T0853    3,大毘盧遮那成佛神變加持經蓮華胎藏菩提幢標幟普通真言藏廣大成就瑜伽                   ,【唐 法全集】
018008##T0854    2,胎藏梵字真言                                                                       ,【失譯】
018009##T0855    1,青龍寺軌記                                                                         ,【】
018010##T0856    1,大毘盧遮那成佛神變加持經略示七支念誦隨行法                                         ,【唐 不空譯】
018011##T0857    1,大日經略攝念誦隨行法(亦名五支略念誦要行法)                                         ,【唐 不空譯】
018012##T0858    1,大毘盧遮那略要速疾門五支念誦法                                                     ,【】
018013##T0859    1,供養儀式                                                                           ,【】
018014##T0860    1,大日經持誦次第儀軌                                                                 ,【】
018015##T0861    1,毘盧遮那五字真言修習儀軌                                                           ,【唐 不空譯】
018016##T0862    1,阿闍梨大曼荼[打-丁+羅]灌頂儀軌                                                     ,【】
018017##T0863    1,大毘盧遮那經阿闍梨真實智品中阿闍梨住阿字觀門                                       ,【唐 惟謹述】
018018##T0864A   1,大日如來劍印                                                                       ,【】
018019##T0864B   1,胎藏金剛教法名號                                                                   ,【唐 義操集】
018020##T0865    3,金剛頂一切如來真實攝大乘現證大教王經                                               ,【唐 不空譯】
018021##T0866    4,金剛頂瑜伽中略出念誦經                                                             ,【唐 金剛智譯】
018022##T0867    2,金剛峰樓閣一切瑜伽瑜祇經                                                           ,【唐 金剛智譯】
018023##T0868    3,諸佛境界攝真實經                                                                   ,【唐 般若譯】
018024##T0869    1,金剛頂經瑜伽十八會指歸                                                             ,【唐 不空譯】
018025##T0870    1,略述金剛頂瑜伽分別聖位修證法門                                                     ,【唐 不空譯】
018026##T0871    1,金剛頂瑜伽略述三十七尊心要                                                         ,【唐 不空譯】
018027##T0872    1,金剛頂瑜伽三十七尊出生義                                                           ,【唐 不空譯】
018028##T0873    1,金剛頂蓮華部心念誦儀軌                                                             ,【唐 不空譯】
018029##T0874    2,金剛頂一切如來真實攝大乘現證大教王經                                               ,【唐 不空譯】
018030##T0875    1,蓮華部心念誦儀軌                                                                   ,【失譯】
018031##T0876    1,金剛頂瑜伽修習毘盧遮那三摩地法                                                     ,【唐 金剛智譯】
018032##T0877    1,金剛頂經毘盧遮那一百八尊法身契印                                                   ,【唐 善無畏．一行譯】
018033##T0878    1,金剛頂經金剛界大道場毘盧遮那如來自受用身內證智眷屬法身異名佛最上乘祕密三摩地禮懺文 ,【唐 不空譯】
018034##T0879    1,金剛頂瑜伽三十七尊禮                                                               ,【唐 不空譯】
018035##T0880    1,瑜伽金剛頂經釋字母品                                                               ,【唐 不空譯】
018036##T0881    1,賢劫十六尊                                                                         ,【】
018037##T0882   30,佛說一切如來真實攝大乘現證三昧大教王經                                             ,【宋 施護等譯】
018038##T0883    4,佛說祕密三昧大教王經                                                               ,【宋 施護等譯】
018039##T0884    3,佛說祕密相經                                                                       ,【宋 施護等譯】
018040##T0885    7,佛說一切如來金剛三業最上祕密大教王經                                               ,【宋 施護譯】
018041##T0886    1,佛說金剛場莊嚴般若波羅蜜多教中一分                                                 ,【宋 施護譯】
018042##T0887    6,佛說無二平等最上瑜伽大教王經                                                       ,【宋 施護譯】
018043##T0888    2,一切祕密最上名義大教王儀軌                                                         ,【宋 施護譯】
018044##T0889    5,一切如來大祕密王未曾有最上微妙大曼拏羅經                                           ,【宋 天息災譯】
018045##T0890    5,佛說瑜伽大教王經                                                                   ,【宋 法賢譯】
018046##T0891    1,佛說幻化網大瑜伽教十忿怒明王大明觀想儀軌經                                         ,【宋 法賢譯】
018047##T0892    5,佛說大悲空智金剛大教王儀軌經                                                       ,【宋 法護譯】
018048##T0893a   3,蘇悉地羯羅經                                                                       ,【唐 輸波迦羅譯】
018049##T0893b   3,蘇悉地羯羅經                                                                       ,【唐 輸波迦羅譯】
018050##T0893c   3,蘇悉地羯羅經                                                                       ,【唐 輸波迦羅譯】
018051##T0894a   3,蘇悉地羯羅供養法                                                                   ,【唐 善無畏譯】
018052##T0894b   2,蘇悉地羯羅供養法                                                                   ,【唐 善無畏譯】
018053##T0895a   3,蘇婆呼童子請問經                                                                   ,【唐 輸波迦羅譯】
018054##T0895b   2,蘇婆呼童子請問經                                                                   ,【唐 輸波迦羅譯】
018055##T0896    4,妙臂菩薩所問經                                                                     ,【宋 法天譯】
018056##T0897    3,蕤呬耶經                                                                           ,【唐 不空譯】
018057##T0898    1,佛說毘奈耶經                                                                       ,【】
018058##T0899    1,清淨法身毘盧遮那心地法門成就一切陀羅尼三種悉地                                     ,【】
018059##T0900    1,十八契印                                                                           ,【唐 惠果造】
018060##T0901   12,陀羅尼集經                                                                         ,【唐 阿地瞿多譯】
018061##T0902    1,總釋陀羅尼義讚                                                                     ,【唐 不空譯】
018062##T0903    1,都部陀羅尼目                                                                       ,【唐 不空譯】
018063##T0904    1,念誦結護法普通諸部                                                                 ,【唐 金剛智述】
018064##T0905    1,三種悉地破地獄轉業障出三界祕密陀羅尼法                                             ,【唐 善無畏譯】
018065##T0906    1,佛頂尊勝心破地獄轉業障出三界祕密三身佛果三種悉地真言儀軌                           ,【唐 善無畏譯】
018066##T0907    1,佛頂尊勝心破地獄轉業障出三界祕密陀羅尼                                             ,【唐 善無畏譯】
018067##T0908    1,金剛頂瑜伽護摩儀軌                                                                 ,【唐 不空譯】
018068##T0909    1,金剛頂瑜伽護摩儀軌                                                                 ,【唐 不空譯】
018069##T0910    1,梵天擇地法                                                                         ,【】
018070##T0911    1,建立曼荼羅及揀擇地法                                                               ,【唐 慧琳集】
018071##T0912    1,建立曼荼羅護摩儀軌                                                                 ,【】
018072##T0913    1,火[合*牛]供養儀軌                                                                  ,【】
018073##T0914    1,火吽軌別錄                                                                         ,【】
018074##T0915    1,受菩提心戒儀                                                                       ,【唐 不空譯】
018075##T0916    1,受五戒八戒文                                                                       ,【】
018076##T0917    1,無畏三藏禪要                                                                       ,【】
019001##T0918    1,諸佛心陀羅尼經                                                                       ,【唐 玄奘譯】
019002##T0919    1,諸佛心印陀羅尼經                                                                     ,【宋 法天譯】
019003##T0920    2,佛心經                                                                               ,【唐 菩提流志譯】
019004##T0921    1,阿[門@(人/(人*人))]如來念誦供養法                                                    ,【唐 不空譯】
019005##T0922    1,藥師琉璃光如來消災除難念誦儀軌                                                       ,【唐 一行撰】
019006##T0923    1,藥師如來觀行儀軌法                                                                   ,【唐 金剛智譯】
019007##T0924A   1,藥師如來念誦儀軌                                                                     ,【唐 不空譯】
019008##T0924B   1,藥師如來念誦儀軌                                                                     ,【唐 不空譯】
019009##T0924C   1,藥師儀軌一具                                                                         ,【】
019010##T0925    2,藥師琉璃光王七佛本願功德經念誦儀軌                                                   ,【元 沙囉巴譯】
019011##T0926    1,藥師琉璃光王七佛本願功德經念誦儀軌供養法                                             ,【元 沙囉巴譯】
019012##T0927    1,藥師七佛供養儀軌如意王經                                                             ,【清 工布查布譯】
019013##T0928    1,修藥師儀軌布壇法                                                                     ,【清 阿旺扎什補譯】
019014##T0929    1,淨琉璃淨土摽                                                                         ,【】
019015##T0930    1,無量壽如來觀行供養儀軌                                                               ,【唐 不空譯】
019016##T0931    1,金剛頂經觀自在王如來修行法                                                           ,【唐 不空譯】
019017##T0932    1,金剛頂經瑜伽觀自在王如來修行法                                                       ,【唐 金剛智譯】
019018##T0933    1,九品往生阿彌陀三摩地集陀羅尼經                                                       ,【唐 不空譯】
019019##T0934    1,佛說無量功德陀羅尼經                                                                 ,【宋 法賢譯】
019020##T0935    1,極樂願文                                                                             ,【清 達喇嘛嘎卜楚薩木丹達爾吉譯】
019021##T0936    1,大乘無量壽經                                                                         ,【唐法成譯】
019022##T0937    1,佛說大乘聖無量壽決定光明王如來陀羅尼經                                               ,【宋 法天譯】
019023##T0938    1,釋迦文尼佛金剛一乘修行儀軌法品                                                       ,【】
019024##T0939    2,佛說大乘觀想曼拏羅淨諸惡趣經                                                         ,【宋 法賢譯】
019025##T0940    1,佛說帝釋巖祕密成就儀軌                                                               ,【宋 施護譯】
019026##T0941    1,釋迦牟尼佛成道在菩提樹降魔讚                                                         ,【】
019027##T0942    1,釋迦佛讚                                                                             ,【清 達喇嘛薩穆丹達爾吉譯】
019028##T0943    1,佛說無能勝幡王如來莊嚴陀羅尼經                                                       ,【宋 施護譯】
019029##T0944A   1,大佛頂如來放光悉怛多缽怛囉陀羅尼                                                     ,【唐 不空譯】
019030##T0944B   1,大佛頂大陀羅尼                                                                       ,【】
019031##T0945   10,大佛頂如來密因修證了義諸菩薩萬行首楞嚴經                                             ,【唐 般刺蜜帝譯】
019032##T0946    5,大佛頂廣聚陀羅尼經                                                                   ,【】
019033##T0947    1,大佛頂如來放光悉怛多般怛羅大神力都攝一切咒王陀羅尼經大威德最勝金輪三昧咒品           ,【】
019034##T0948    1,金輪王佛頂要略念誦法                                                                 ,【唐 不空譯】
019035##T0949    1,奇特最勝金輪佛頂念誦儀軌法要                                                         ,【】
019036##T0950    5,菩提場所說一字頂輪王經                                                               ,【唐 不空譯】
019037##T0951    5,一字佛頂輪王經                                                                       ,【唐 菩提流志譯】
019038##T0952    4,五佛頂三昧陀羅尼經                                                                   ,【唐 菩提流志譯】
019039##T0953    3,一字奇特佛頂經                                                                       ,【唐 不空譯】
019040##T0954A   1,一字頂輪王念誦儀軌                                                                   ,【唐 不空譯】
019041##T0954B   1,一字頂輪王念誦儀軌                                                                   ,【】
019042##T0955    1,一字頂輪王瑜伽觀行儀軌                                                               ,【唐 不空譯】
019043##T0956    1,大陀羅尼末法中一字心咒經                                                             ,【唐 寶思惟譯】
019044##T0957    1,金剛頂一字頂輪王瑜伽一切時處念誦成佛儀軌                                             ,【唐 不空譯】
019045##T0958    1,金剛頂經一字頂輪王儀軌音義                                                           ,【】
019046##T0959    1,頂輪王大曼荼羅灌頂儀軌                                                               ,【唐 [(工*刀)/言]弘集】
019047##T0960    1,一切如來說佛頂輪王一百八名讚                                                         ,【宋 施護譯】
019048##T0961    1,如意寶珠轉輪祕密現身成佛金輪咒王經                                                   ,【唐 不空譯】
019049##T0962    1,寶悉地成佛陀羅尼經                                                                   ,【唐 不空譯】
019050##T0963    1,佛說熾盛光大威德消災吉祥陀羅尼經                                                     ,【唐 不空譯】
019051##T0964    1,佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經                                     ,【失譯】
019052##T0965    1,大妙金剛大甘露軍拏利焰鬘熾盛佛頂經                                                   ,【唐 達磨栖那譯】
019053##T0966    1,大聖妙吉祥菩薩說除災教令法輪                                                         ,【】
019054##T0967    1,佛頂尊勝陀羅尼經                                                                     ,【唐 佛陀波利譯】
019055##T0968    1,佛頂尊勝陀羅尼經                                                                     ,【唐 杜行顗譯】
019056##T0969    1,佛頂最勝陀羅尼經                                                                     ,【唐 地婆訶羅譯】
019057##T0970    1,最勝佛頂陀羅尼淨除業障咒經                                                           ,【唐 地婆訶羅譯】
